Asset,TrainingLabel,TrainingStart,TrainingEnd,StrikePct,Expiration,CurrentPrice
sushi,bear,13/03/2021,30/11/2021,1.0,49,8.975739917
sushi,full,28/08/2020,03/01/2022,1.0,49,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.9,49,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.9,49,8.975739917
sushi,full,28/08/2020,03/01/2022,0.9,49,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.8,49,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.8,49,8.975739917
sushi,full,28/08/2020,03/01/2022,0.8,49,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.75,49,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.75,49,8.975739917
sushi,full,28/08/2020,03/01/2022,0.75,49,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.65,49,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.65,49,8.975739917
sushi,full,28/08/2020,03/01/2022,0.65,49,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.35,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.35,56,8.975739917
sushi,full,28/08/2020,03/01/2022,1.35,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.25,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.25,56,8.975739917
sushi,full,28/08/2020,03/01/2022,1.25,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.2,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.2,56,8.975739917
sushi,full,28/08/2020,03/01/2022,1.2,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.1,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.1,56,8.975739917
sushi,full,28/08/2020,03/01/2022,1.1,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.0,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.0,56,8.975739917
sushi,full,28/08/2020,03/01/2022,1.0,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.9,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.9,56,8.975739917
sushi,full,28/08/2020,03/01/2022,0.9,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.8,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.8,56,8.975739917
sushi,full,28/08/2020,03/01/2022,0.8,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.75,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.75,56,8.975739917
sushi,full,28/08/2020,03/01/2022,0.75,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.65,56,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.65,56,8.975739917
sushi,full,28/08/2020,03/01/2022,0.65,56,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.35,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.35,60,8.975739917
sushi,full,28/08/2020,03/01/2022,1.35,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.25,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.25,60,8.975739917
sushi,full,28/08/2020,03/01/2022,1.25,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.2,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.2,60,8.975739917
sushi,full,28/08/2020,03/01/2022,1.2,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.1,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.1,60,8.975739917
sushi,full,28/08/2020,03/01/2022,1.1,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,1.0,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,1.0,60,8.975739917
sushi,full,28/08/2020,03/01/2022,1.0,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.9,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.9,60,8.975739917
sushi,full,28/08/2020,03/01/2022,0.9,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.8,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.8,60,8.975739917
sushi,full,28/08/2020,03/01/2022,0.8,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.75,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.75,60,8.975739917
sushi,full,28/08/2020,03/01/2022,0.75,60,8.975739917
sushi,bull,29/08/2020,13/03/2021,0.65,60,8.975739917
sushi,bear,13/03/2021,30/11/2021,0.65,60,8.975739917
sushi,full,28/08/2020,03/01/2022,0.65,60,8.975739917
solana,bull,25/12/2020,01/01/2022,1.35,1,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,1,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,1,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,1,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,1,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,1,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,1,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,1,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,1,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,1,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,1,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,1,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,1,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,1,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,1,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,1,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,1,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,1,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,1,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,1,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,1,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,1,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,1,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,1,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,1,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,1,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,1,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,3,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,3,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,3,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,3,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,3,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,3,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,3,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,3,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,3,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,3,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,3,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,3,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,3,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,3,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,3,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,3,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,3,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,3,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,3,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,3,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,3,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,3,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,3,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,3,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,3,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,3,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,3,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,7,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,7,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,7,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,7,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,7,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,7,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,7,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,7,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,7,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,7,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,7,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,7,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,7,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,7,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,7,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,7,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,7,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,7,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,7,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,7,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,7,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,7,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,7,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,7,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,7,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,7,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,7,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,14,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,14,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,14,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,14,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,14,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,14,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,14,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,14,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,14,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,14,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,14,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,14,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,14,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,14,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,14,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,14,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,14,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,14,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,14,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,14,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,14,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,14,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,14,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,14,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,14,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,14,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,14,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,21,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,21,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,21,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,21,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,21,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,21,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,21,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,21,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,21,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,21,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,21,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,21,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,21,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,21,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,21,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,21,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,21,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,21,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,21,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,21,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,21,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,21,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,21,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,21,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,21,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,21,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,21,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,28,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,28,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,28,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,28,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,28,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,28,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,28,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,28,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,28,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,28,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,28,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,28,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,28,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,28,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,28,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,28,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,28,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,28,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,28,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,28,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,28,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,28,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,28,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,28,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,28,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,28,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,28,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,35,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,35,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,35,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,35,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,35,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,35,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,35,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,35,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,35,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,35,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,35,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,35,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,35,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,35,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,35,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,35,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,35,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,35,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,35,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,35,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,35,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,35,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,35,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,35,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,35,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,35,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,35,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,42,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,42,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,42,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,42,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,42,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,42,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,42,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,42,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,42,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,42,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,42,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,42,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,42,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,42,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,42,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,42,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,42,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,42,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,42,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,42,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,42,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,42,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,42,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,42,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,42,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,42,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,42,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,49,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,49,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,49,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,49,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,49,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,49,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,49,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,49,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,49,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,49,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,49,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,49,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,49,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,49,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,49,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,49,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,49,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,49,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,49,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,49,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,49,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,49,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,49,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,49,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,49,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,49,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,49,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,56,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,56,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,56,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,56,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,56,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,56,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,56,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,56,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,56,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,56,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,56,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,56,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,56,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,56,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,56,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,56,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,56,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,56,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,56,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,56,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,56,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,56,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,56,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,56,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,56,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,56,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,56,176.3214999
solana,bull,25/12/2020,01/01/2022,1.35,60,176.3214999
solana,bear,27/07/2020,25/12/2020,1.35,60,176.3214999
solana,full,11/04/2020,03/01/2022,1.35,60,176.3214999
solana,bull,25/12/2020,01/01/2022,1.25,60,176.3214999
solana,bear,27/07/2020,25/12/2020,1.25,60,176.3214999
solana,full,11/04/2020,03/01/2022,1.25,60,176.3214999
solana,bull,25/12/2020,01/01/2022,1.2,60,176.3214999
solana,bear,27/07/2020,25/12/2020,1.2,60,176.3214999
solana,full,11/04/2020,03/01/2022,1.2,60,176.3214999
solana,bull,25/12/2020,01/01/2022,1.1,60,176.3214999
solana,bear,27/07/2020,25/12/2020,1.1,60,176.3214999
solana,full,11/04/2020,03/01/2022,1.1,60,176.3214999
solana,bull,25/12/2020,01/01/2022,1.0,60,176.3214999
solana,bear,27/07/2020,25/12/2020,1.0,60,176.3214999
solana,full,11/04/2020,03/01/2022,1.0,60,176.3214999
solana,bull,25/12/2020,01/01/2022,0.9,60,176.3214999
solana,bear,27/07/2020,25/12/2020,0.9,60,176.3214999
solana,full,11/04/2020,03/01/2022,0.9,60,176.3214999
solana,bull,25/12/2020,01/01/2022,0.8,60,176.3214999
solana,bear,27/07/2020,25/12/2020,0.8,60,176.3214999
solana,full,11/04/2020,03/01/2022,0.8,60,176.3214999
solana,bull,25/12/2020,01/01/2022,0.75,60,176.3214999
solana,bear,27/07/2020,25/12/2020,0.75,60,176.3214999
solana,full,11/04/2020,03/01/2022,0.75,60,176.3214999
solana,bull,25/12/2020,01/01/2022,0.65,60,176.3214999
solana,bear,27/07/2020,25/12/2020,0.65,60,176.3214999
solana,full,11/04/2020,03/01/2022,0.65,60,176.3214999
havven,bull,15/03/2020,01/01/2022,1.35,1,6.239371544
havven,bear,25/03/2018,10/09/2019,1.35,1,6.239371544
havven,full,21/03/2018,03/01/2022,1.35,1,6.239371544
havven,bull,15/03/2020,01/01/2022,1.25,1,6.239371544
havven,bear,25/03/2018,10/09/2019,1.25,1,6.239371544
havven,full,21/03/2018,03/01/2022,1.25,1,6.239371544
havven,bull,15/03/2020,01/01/2022,1.2,1,6.239371544
havven,bear,25/03/2018,10/09/2019,1.2,1,6.239371544
havven,full,21/03/2018,03/01/2022,1.2,1,6.239371544
havven,bull,15/03/2020,01/01/2022,1.1,1,6.239371544
havven,bear,25/03/2018,10/09/2019,1.1,1,6.239371544
havven,full,21/03/2018,03/01/2022,1.1,1,6.239371544
havven,bull,15/03/2020,01/01/2022,1.0,1,6.239371544
havven,bear,25/03/2018,10/09/2019,1.0,1,6.239371544
havven,full,21/03/2018,03/01/2022,1.0,1,6.239371544
havven,bull,15/03/2020,01/01/2022,0.9,1,6.239371544
havven,bear,25/03/2018,10/09/2019,0.9,1,6.239371544
havven,full,21/03/2018,03/01/2022,0.9,1,6.239371544
havven,bull,15/03/2020,01/01/2022,0.8,1,6.239371544
havven,bear,25/03/2018,10/09/2019,0.8,1,6.239371544
havven,full,21/03/2018,03/01/2022,0.8,1,6.239371544
havven,bull,15/03/2020,01/01/2022,0.75,1,6.239371544
havven,bear,25/03/2018,10/09/2019,0.75,1,6.239371544
havven,full,21/03/2018,03/01/2022,0.75,1,6.239371544
havven,bull,15/03/2020,01/01/2022,0.65,1,6.239371544
havven,bear,25/03/2018,10/09/2019,0.65,1,6.239371544
havven,full,21/03/2018,03/01/2022,0.65,1,6.239371544
havven,bull,15/03/2020,01/01/2022,1.35,3,6.239371544
havven,bear,25/03/2018,10/09/2019,1.35,3,6.239371544
havven,full,21/03/2018,03/01/2022,1.35,3,6.239371544
havven,bull,15/03/2020,01/01/2022,1.25,3,6.239371544
havven,bear,25/03/2018,10/09/2019,1.25,3,6.239371544
havven,full,21/03/2018,03/01/2022,1.25,3,6.239371544
havven,bull,15/03/2020,01/01/2022,1.2,3,6.239371544
havven,bear,25/03/2018,10/09/2019,1.2,3,6.239371544
havven,full,21/03/2018,03/01/2022,1.2,3,6.239371544
havven,bull,15/03/2020,01/01/2022,1.1,3,6.239371544
havven,bear,25/03/2018,10/09/2019,1.1,3,6.239371544
havven,full,21/03/2018,03/01/2022,1.1,3,6.239371544
havven,bull,15/03/2020,01/01/2022,1.0,3,6.239371544
havven,bear,25/03/2018,10/09/2019,1.0,3,6.239371544
havven,full,21/03/2018,03/01/2022,1.0,3,6.239371544
havven,bull,15/03/2020,01/01/2022,0.9,3,6.239371544
havven,bear,25/03/2018,10/09/2019,0.9,3,6.239371544
havven,full,21/03/2018,03/01/2022,0.9,3,6.239371544
havven,bull,15/03/2020,01/01/2022,0.8,3,6.239371544
havven,bear,25/03/2018,10/09/2019,0.8,3,6.239371544
havven,full,21/03/2018,03/01/2022,0.8,3,6.239371544
havven,bull,15/03/2020,01/01/2022,0.75,3,6.239371544
havven,bear,25/03/2018,10/09/2019,0.75,3,6.239371544
havven,full,21/03/2018,03/01/2022,0.75,3,6.239371544
havven,bull,15/03/2020,01/01/2022,0.65,3,6.239371544
havven,bear,25/03/2018,10/09/2019,0.65,3,6.239371544
havven,full,21/03/2018,03/01/2022,0.65,3,6.239371544
havven,bull,15/03/2020,01/01/2022,1.35,7,6.239371544
havven,bear,25/03/2018,10/09/2019,1.35,7,6.239371544
havven,full,21/03/2018,03/01/2022,1.35,7,6.239371544
havven,bull,15/03/2020,01/01/2022,1.25,7,6.239371544
havven,bear,25/03/2018,10/09/2019,1.25,7,6.239371544
havven,full,21/03/2018,03/01/2022,1.25,7,6.239371544
havven,bull,15/03/2020,01/01/2022,1.2,7,6.239371544
havven,bear,25/03/2018,10/09/2019,1.2,7,6.239371544
havven,full,21/03/2018,03/01/2022,1.2,7,6.239371544
havven,bull,15/03/2020,01/01/2022,1.1,7,6.239371544
havven,bear,25/03/2018,10/09/2019,1.1,7,6.239371544
havven,full,21/03/2018,03/01/2022,1.1,7,6.239371544
havven,bull,15/03/2020,01/01/2022,1.0,7,6.239371544
havven,bear,25/03/2018,10/09/2019,1.0,7,6.239371544
havven,full,21/03/2018,03/01/2022,1.0,7,6.239371544
havven,bull,15/03/2020,01/01/2022,0.9,7,6.239371544
havven,bear,25/03/2018,10/09/2019,0.9,7,6.239371544
havven,full,21/03/2018,03/01/2022,0.9,7,6.239371544
havven,bull,15/03/2020,01/01/2022,0.8,7,6.239371544
